,Unnamed: 0,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES_A,SENTENCES_B,SENTENCES_C,SENTENCES_D,SENTENCES_E,SENTENCES_F,READ,HEAR,WRITE,TALK,STATUS
1261,1165,,,diferencias,differences,,,,,,,,,,,
1262,1166,,,familiar,familiar,,,,,,,,,,,
1263,1167,,,martínez,martinez,,,,,,,,,,,
1264,1168,,,kilómetros,kilometers,,,,,,,,,,,
1265,1169,,,mala,mala,,,,,,,,,,,
1266,1170,,,fundamental,fundamental,,,,,,,,,,,
1267,1171,,,enorme,huge,,,,,,,,,,,
1268,1172,,,puedan,can,,,,,,,,,,,
1269,1173,,,líneas,Lines,,,,,,,,,,,
1270,1174,,,ofrece,offers,,,,,,,,,,,
1271,1175,,,comercial,commercial,,,,,,,,,,,
1272,1176,,,pan,bread,,,,,,,,,,,
1273,1177,,,aires,aires,,,,,,,,,,,
1274,1178,,,profesor,professor,,,,,,,,,,,
1275,1179,,,inversión,investment,,,,,,,,,,,
1276,1180,,,municipal,municipal,,,,,,,,,,,
1277,1181,,,declaraciones,statements,,,,,,,,,,,
1278,1182,,,funcionarios,officials,,,,,,,,,,,
1279,1183,,,aguas,Waters,,,,,,,,,,,
1280,1184,,,responsable,responsible for,,,,,,,,,,,
1281,1185,,,sábado,Saturday,,,,,,,,,,,
1282,1186,,,alguno,some are,,,,,,,,,,,
1283,1187,,,federal,federal,,,,,,,,,,,
1284,1188,,,señala,points out,,,,,,,,,,,
1285,1189,,,conflicto,conflict,,,,,,,,,,,
1286,1190,,,dicha,said,,,,,,,,,,,
1287,1191,,,efe,efe,,,,,,,,,,,
1288,1192,,,dirigentes,leaders,,,,,,,,,,,
1289,1193,,,cambiar,change,,,,,,,,,,,
1290,1194,,,superficie,surface,,,,,,,,,,,
1291,1195,,,necesita,needs,,,,,,,,,,,
1292,1196,,,estudiantes,students,,,,,,,,,,,
1293,1197,,,tantos,so many,,,,,,,,,,,
1294,1198,,,golpe,blow,,,,,,,,,,,
1295,1199,,,públicos,publics,,,,,,,,,,,
1296,1200,,,públicas,public services,,,,,,,,,,,
1297,1201,,,equipos,equipment,,,,,,,,,,,
1298,1202,,,literatura,Literature,,,,,,,,,,,
1299,1203,,,pruebas,tests,,,,,,,,,,,
1300,1204,,,alemania,germany,,,,,,,,,,,
1301,1205,,,circunstancias,circumstances,,,,,,,,,,,
1302,1206,,,tienes,you have,,,,,,,,,,,
1303,1207,,,documento,document,,,,,,,,,,,
1304,1208,,,fiesta,party,,,,,,,,,,,
1305,1209,,,simplemente,simply,,,,,,,,,,,
1306,1210,,,enrique,enriched,,,,,,,,,,,
1307,1211,,,aceite,Oil,,,,,,,,,,,
1308,1212,,,establecer,establish,,,,,,,,,,,
1309,1213,,,médicos,doctors,,,,,,,,,,,
1310,1214,,,eres,you are,,,,,,,,,,,
1311,1215,,,locales,locale,,,,,,,,,,,
1312,1216,,,empezó,began,,,,,,,,,,,
1313,1217,,,pobre,poor,,,,,,,,,,,
1314,1218,,,debería,should,,,,,,,,,,,
1315,1219,,,llevó,led,,,,,,,,,,,
1316,1220,,,parlamento,parliament,,,,,,,,,,,
1317,1221,,,territorio,territory,,,,,,,,,,,
1318,1222,,,sale,comes out,,,,,,,,,,,
1319,1223,,,treinta,Thirty,,,,,,,,,,,
1320,1224,,,coche,car,,,,,,,,,,,
1321,1225,,,clases,Classes,,,,,,,,,,,
1322,1226,,,afirma,affirms,,,,,,,,,,,
1323,1227,,,oficiales,officers,,,,,,,,,,,
1324,1228,,,diálogo,dialogue,,,,,,,,,,,
1325,1229,,,vi,vi,,,,,,,,,,,
1326,1230,,,respeto,respect,,,,,,,,,,,
1327,1231,,,tratado,treaty,,,,,,,,,,,
1328,1232,,,llevaba,was wearing,,,,,,,,,,,
1329,1233,,,revista,magazine,,,,,,,,,,,
1330,1234,,,copa,cups,,,,,,,,,,,
1331,1235,,,pintura,painting,,,,,,,,,,,
1332,1236,,,nombres,names,,,,,,,,,,,
1333,1237,,,propósito,purpose,,,,,,,,,,,
1334,1238,,,leche,milk,,,,,,,,,,,
1335,1239,,,actualidad,current news,,,,,,,,,,,
1336,1240,,,constituye,constitutes,,,,,,,,,,,
1337,1241,,,tarea,task,,,,,,,,,,,
1338,1242,,,alcanzar,Reaching,,,,,,,,,,,
1339,1243,,,competencia,competition,,,,,,,,,,,
1340,1244,,,normas,Standards,,,,,,,,,,,
1341,1245,,,plata,silver,,,,,,,,,,,
1342,1246,,,vecinos,neighbors,,,,,,,,,,,
1343,1247,,,fenómeno,phenomenon,,,,,,,,,,,
1344,1248,,,intención,intention,,,,,,,,,,,
1345,1249,,,dando,giving,,,,,,,,,,,
1346,1250,,,diputados,deputies,,,,,,,,,,,
1347,1251,,,judicial,judicial,,,,,,,,,,,
1348,1252,,,cualquiera,anybody,,,,,,,,,,,
1349,1253,,,fe,Faith,,,,,,,,,,,
1350,1254,,,jornada,working day,,,,,,,,,,,
1351,1255,,,italia,Italy,,,,,,,,,,,
1352,1256,,,ganar,win,,,,,,,,,,,
1353,1257,,,candidato,candidate,,,,,,,,,,,
1354,1258,,,calor,heat,,,,,,,,,,,
1355,1259,,,esperanza,hope,,,,,,,,,,,
1356,1260,,,recién,recently,,,,,,,,,,,
1357,1261,,,suele,usually,,,,,,,,,,,
1358,1262,,,miles,thousands,,,,,,,,,,,
1359,1263,,,ritmo,rhythm,,,,,,,,,,,
1360,1264,,,vive,lives,,,,,,,,,,,
1361,1265,,,quizás,perhaps,,,,,,,,,,,
1362,1266,,,pasos,Steps,,,,,,,,,,,
1363,1267,,,sensación,sensation,,,,,,,,,,,
1364,1268,,,representación,representation,,,,,,,,,,,
1365,1269,,,presidencia,presidency,,,,,,,,,,,
1366,1270,,,triunfo,triumph,,,,,,,,,,,
1367,1271,,,ayuntamiento,City Hall,,,,,,,,,,,
1368,1272,,,plantas,Plants,,,,,,,,,,,
1369,1273,,,niña,girl,,,,,,,,,,,
1370,1274,,,frío,cold,,,,,,,,,,,
1371,1275,,,tono,ringtone,,,,,,,,,,,
1372,1276,,,compañeros,comrades,,,,,,,,,,,
1373,1277,,,quieren,want to,,,,,,,,,,,
1374,1278,,,pesos,weights,,,,,,,,,,,
1375,1279,,,delante,in front,,,,,,,,,,,
1376,1280,,,propias,Owns,,,,,,,,,,,
1377,1281,,,plano,plane,,,,,,,,,,,
1378,1282,,,enfermedades,Diseases,,,,,,,,,,,
1379,1283,,,institución,institution,,,,,,,,,,,
1380,1284,,,edificio,Building,,,,,,,,,,,
1381,1285,,,nota,note,,,,,,,,,,,
1382,1286,,,franco,frank,,,,,,,,,,,
1383,1287,,,jugar,play,,,,,,,,,,,
1384,1288,,,the,the,,,,,,,,,,,
1385,1289,,,representa,represents,,,,,,,,,,,
1386,1290,,,gesto,gesture,,,,,,,,,,,
1387,1291,,,mensaje,message,,,,,,,,,,,
1388,1292,,,vasco,Basque,,,,,,,,,,,
1389,1293,,,pudiera,could,,,,,,,,,,,
1390,1294,,,gómez,gomez,,,,,,,,,,,
1391,1295,,,influencia,influence,,,,,,,,,,,
1392,1296,,,pocas,few,,,,,,,,,,,
1393,1297,,,realizado,realized,,,,,,,,,,,
1394,1298,,,conducta,conduct,,,,,,,,,,,
1395,1299,,,objetos,objects,,,,,,,,,,,
1396,1300,,,tamaño,Size,,,,,,,,,,,
1397,1301,,,provincia,province,,,,,,,,,,,
1398,1302,,,europeo,European,,,,,,,,,,,
1399,1303,,,verde,green,,,,,,,,,,,
1400,1304,,,informó,reported,,,,,,,,,,,
1401,1305,,,escribir,Write,,,,,,,,,,,
1402,1306,,,materiales,Materials,,,,,,,,,,,
1403,1307,,,eduardo,I am eduardo,,,,,,,,,,,
1404,1308,,,cumplir,comply with,,,,,,,,,,,
1405,1309,,,pidió,asked for,,,,,,,,,,,
1406,1310,,,alumnos,alumni,,,,,,,,,,,
1407,1311,,,ámbito,Scope,,,,,,,,,,,
1408,1312,,,muertos,dead,,,,,,,,,,,
1409,1313,,,explica,explains,,,,,,,,,,,
1410,1314,,,consecuencias,consequences,,,,,,,,,,,
1411,1315,,,refiere,refers,,,,,,,,,,,
1412,1316,,,comer,Eating,,,,,,,,,,,
1413,1317,,,fines,ends,,,,,,,,,,,
1414,1318,,,versión,version,,,,,,,,,,,
1415,1319,,,abierto,open,,,,,,,,,,,
1416,1320,,,debate,debate,,,,,,,,,,,
1417,1321,,,barrio,Neighborhood,,,,,,,,,,,
1418,1322,,,labor,work,,,,,,,,,,,
1419,1323,,,fondos,backgrounds,,,,,,,,,,,
1420,1324,,,justo,fair,,,,,,,,,,,
1421,1325,,,tradición,tradition,,,,,,,,,,,
1422,1326,,,diferente,different,,,,,,,,,,,
1423,1327,,,piensa,think,,,,,,,,,,,
1424,1328,,,tecnología,Technology,,,,,,,,,,,
1425,1329,,,mantiene,maintains,,,,,,,,,,,
1426,1330,,,situaciones,situations,,,,,,,,,,,
1427,1331,,,fase,phase,,,,,,,,,,,
1428,1332,,,histórico,Historical,,,,,,,,,,,
1429,1333,,,agentes,agents,,,,,,,,,,,
1430,1334,,,planta,plant,,,,,,,,,,,
1431,1335,,,venezuela,Venezuela,,,,,,,,,,,
1432,1336,,,f,f,,,,,,,,,,,
1433,1337,,,actuación,performance,,,,,,,,,,,
1434,1338,,,iban,they were,,,,,,,,,,,
1435,1339,,,actos,acts,,,,,,,,,,,
1436,1340,,,posibles,possible,,,,,,,,,,,
1437,1341,,,león,lion,,,,,,,,,,,
1438,1342,,,mamá,Mommy,,,,,,,,,,,
1439,1343,,,velocidad,speed,,,,,,,,,,,
1440,1344,,,familiares,family members,,,,,,,,,,,
1441,1345,,,especies,Species,,,,,,,,,,,
1442,1346,,,cabe,fits,,,,,,,,,,,
1443,1347,,,asamblea,assembly,,,,,,,,,,,
1444,1348,,,comunidades,Communities,,,,,,,,,,,
1445,1349,,,museo,museum,,,,,,,,,,,
1446,1350,,,conferencia,conference,,,,,,,,,,,
1447,1351,,,prácticamente,practically,,,,,,,,,,,
1448,1352,,,autoridad,authority,,,,,,,,,,,
1449,1353,,,sujeto,subject,,,,,,,,,,,
1450,1354,,,alfonso,alfonso,,,,,,,,,,,
1451,1355,,,tratar,treating,,,,,,,,,,,
1452,1356,,,hacerse,make yourself,,,,,,,,,,,
1453,1357,,,pérdida,loss,,,,,,,,,,,
1454,1358,,,dificultades,difficulties,,,,,,,,,,,
1455,1359,,,rato,a while,,,,,,,,,,,
1456,1360,,,pagar,pay,,,,,,,,,,,
1457,1361,,,colegio,school,,,,,,,,,,,
1458,1362,,,sabes,you know,,,,,,,,,,,
1459,1363,,,l,l,,,,,,,,,,,
1460,1364,,,personaje,Character,,,,,,,,,,,
1461,1365,,,áreas,Areas,,,,,,,,,,,
1462,1366,,,audiencia,hearing,,,,,,,,,,,
1463,1367,,,doce,twelve,,,,,,,,,,,
1464,1368,,,haga,make,,,,,,,,,,,
1465,1369,,,periódico,Newspaper,,,,,,,,,,,
1466,1370,,,v,v.,,,,,,,,,,,
1467,1371,,,distribución,distribution,,,,,,,,,,,
1468,1372,,,ausencia,absence,,,,,,,,,,,
1469,1373,,,entrevista,interview,,,,,,,,,,,
1470,1374,,,recibió,received,,,,,,,,,,,
1471,1375,,,añadió,added,,,,,,,,,,,
1472,1376,,,cocina,Kitchen,,,,,,,,,,,
1473,1377,,,edición,edition,,,,,,,,,,,
1474,1378,,,económicos,economics,,,,,,,,,,,
1475,1379,,,naturales,natural,,,,,,,,,,,
1476,1380,,,parecer,appearing,,,,,,,,,,,
1477,1381,,,santo,Saint,,,,,,,,,,,
1478,1382,,,vieja,old man,,,,,,,,,,,
1479,1383,,,mario,mario,,,,,,,,,,,
1480,1384,,,corresponde,corresponds,,,,,,,,,,,
1481,1385,,,decidió,he decided,,,,,,,,,,,
1482,1386,,,perú,Peru,,,,,,,,,,,
1483,1387,,,llegada,arrival,,,,,,,,,,,
1484,1388,,,comienza,begins,,,,,,,,,,,
1485,1389,,,organizaciones,organizations,,,,,,,,,,,
1486,1390,,,tendencia,trend,,,,,,,,,,,
1487,1391,,,escenario,scenario,,,,,,,,,,,
1488,1392,,,definitiva,definitive,,,,,,,,,,,
1489,1393,,,deberá,will have to,,,,,,,,,,,
1490,1394,,,indicó,indicated,,,,,,,,,,,
1491,1395,,,noticia,news,,,,,,,,,,,
1492,1396,,,inglés,English language,,,,,,,,,,,
1493,1397,,,reina,queen,,,,,,,,,,,
1494,1398,,,ustedes,you are,,,,,,,,,,,
1495,1399,,,madera,Wood,,,,,,,,,,,
1496,1400,,,alemán,German,,,,,,,,,,,
1497,1401,,,habitantes,Inhabitants,,,,,,,,,,,
1498,1402,,,recibir,receive,,,,,,,,,,,
1499,1403,,,salvo,except for,,,,,,,,,,,
1500,1404,,,familias,Families,,,,,,,,,,,
1501,1405,,,miembro,member,,,,,,,,,,,
1502,1406,,,escritor,writer,,,,,,,,,,,
1503,1407,,,conoce,meet,,,,,,,,,,,
1504,1408,,,cuidado,Carefulness,,,,,,,,,,,
1505,1409,,,identidad,identity,,,,,,,,,,,
1506,1410,,,quiso,he wanted,,,,,,,,,,,
1507,1411,,,pareja,Couple,,,,,,,,,,,
1508,1412,,,evidente,evident,,,,,,,,,,,
1509,1413,,,brasil,brazil,,,,,,,,,,,
1510,1414,,,ciertos,certain,,,,,,,,,,,
1511,1415,,,siguen,follow,,,,,,,,,,,
1512,1416,,,declaración,statement,,,,,,,,,,,
1513,1417,,,cadena,chain,,,,,,,,,,,
1514,1418,,,acaba,just finished,,,,,,,,,,,
1515,1419,,,consiste,consists,,,,,,,,,,,
1516,1420,,,presentación,presentation,,,,,,,,,,,
1517,1421,,,cuentas,Accounts,,,,,,,,,,,
1518,1422,,,azul,blue,,,,,,,,,,,
1519,1423,,,década,decade,,,,,,,,,,,
1520,1424,,,puertas,Doors,,,,,,,,,,,
1521,1425,,,comida,Food,,,,,,,,,,,
1522,1426,,,inmediato,immediate,,,,,,,,,,,
1523,1427,,,marca,branding,,,,,,,,,,,
1524,1428,,,antiguo,antique,,,,,,,,,,,
1525,1429,,,rojo,Red,,,,,,,,,,,
1526,1430,,,debemos,we must,,,,,,,,,,,
1527,1431,,,instante,instantly,,,,,,,,,,,
1528,1432,,,operaciones,operations,,,,,,,,,,,
1529,1433,,,iniciativa,initiative,,,,,,,,,,,
1530,1434,,,caer,fall,,,,,,,,,,,
1531,1435,,,luna,moon,,,,,,,,,,,
1532,1436,,,veía,I saw,,,,,,,,,,,
1533,1437,,,verdadero,TRUE,,,,,,,,,,,
1534,1438,,,habitación,Room,,,,,,,,,,,
1535,1439,,,manifestó,he stated,,,,,,,,,,,
1536,1440,,,tío,uncle,,,,,,,,,,,
1537,1441,,,quedado,Remained,,,,,,,,,,,
1538,1442,,,martes,Tuesday,,,,,,,,,,,
1539,1443,,,pleno,plenum,,,,,,,,,,,
1540,1444,,,declaró,declared,,,,,,,,,,,
1541,1445,,,juegos,games,,,,,,,,,,,
1542,1446,,,mínimo,minimum,,,,,,,,,,,
1543,1447,,,aparición,apparition,,,,,,,,,,,
1544,1448,,,estará,will be,,,,,,,,,,,
1545,1449,,,transporte,transportation,,,,,,,,,,,
1546,1450,,,ven,come,,,,,,,,,,,
1547,1451,,,pretende,intends,,,,,,,,,,,
1548,1452,,,tantas,so many,,,,,,,,,,,
1549,1453,,,sede,headquarters,,,,,,,,,,,
1550,1454,,,comportamiento,behavior,,,,,,,,,,,
1551,1455,,,periodistas,Journalists,,,,,,,,,,,
1552,1456,,,animal,animal,,,,,,,,,,,
1553,1457,,,convertido,converted,,,,,,,,,,,
1554,1458,,,brazo,arm,,,,,,,,,,,
1555,1459,,,hermanos,Brothers,,,,,,,,,,,
1556,1460,,,rico,rich,,,,,,,,,,,
1557,1461,,,anunció,Announced,,,,,,,,,,,
1558,1462,,,presupuesto,budget,,,,,,,,,,,
1559,1463,,,estrategia,strategy,,,,,,,,,,,
1560,1464,,,naciones,Nations,,,,,,,,,,,
1561,1465,,,utilizar,use,,,,,,,,,,,
1562,1466,,,buenas,good ones,,,,,,,,,,,
1563,1467,,,compromiso,commitment,,,,,,,,,,,
1564,1468,,,acaso,by chance,,,,,,,,,,,
1565,1469,,,completo,complete,,,,,,,,,,,
1566,1470,,,pelo,bare hair,,,,,,,,,,,
1567,1471,,,piedra,Stone,,,,,,,,,,,
1568,1472,,,medicina,medicine,,,,,,,,,,,
1569,1473,,,campos,Fields,,,,,,,,,,,
1570,1474,,,liga,league,,,,,,,,,,,
1571,1475,,,vaya,go,,,,,,,,,,,
1572,1476,,,disposición,provision,,,,,,,,,,,
1573,1477,,,permanente,permanent,,,,,,,,,,,
1574,1478,,,método,method,,,,,,,,,,,
1575,1479,,,sentía,I felt,,,,,,,,,,,
1576,1480,,,próxima,next,,,,,,,,,,,
1577,1481,,,tierras,Lands,,,,,,,,,,,
1578,1482,,,error,error,,,,,,,,,,,
1579,1483,,,incremento,increase,,,,,,,,,,,
1580,1484,,,piso,floor,,,,,,,,,,,
1581,1485,,,socialistas,socialists,,,,,,,,,,,
1582,1486,,,similar,similar,,,,,,,,,,,
1583,1487,,,viento,wind,,,,,,,,,,,
1584,1488,,,salvador,salvador,,,,,,,,,,,
1585,1489,,,seres,Beings,,,,,,,,,,,
1586,1490,,,posteriormente,subsequently,,,,,,,,,,,
1587,1491,,,dispuesto,disposed,,,,,,,,,,,
1588,1492,,,poeta,poet,,,,,,,,,,,
1589,1493,,,económicas,economics,,,,,,,,,,,
1590,1494,,,secreto,Secret,,,,,,,,,,,
1591,1495,,,funcionamiento,performance,,,,,,,,,,,
1592,1496,,,debajo,underneath,,,,,,,,,,,
1593,1497,,,recordar,Remember,,,,,,,,,,,
1594,1498,,,valencia,valence,,,,,,,,,,,
1595,1499,,,presentó,presented,,,,,,,,,,,
1596,1500,,,jueves,Thursday,,,,,,,,,,,
1597,1501,,,corriente,current,,,,,,,,,,,
1598,1502,,,ingresos,Income,,,,,,,,,,,
1599,1503,,,intento,attempt,,,,,,,,,,,
1600,1504,,,tuvieron,they had,,,,,,,,,,,
1601,1505,,,colores,Colors,,,,,,,,,,,
1602,1506,,,altos,high,,,,,,,,,,,
1603,1507,,,sevilla,sevilla,,,,,,,,,,,
1604,1508,,,hojas,Sheets,,,,,,,,,,,
1605,1509,,,probablemente,probably,,,,,,,,,,,
1606,1510,,,búsqueda,search,,,,,,,,,,,
1607,1511,,,pequeñas,small,,,,,,,,,,,
1608,1512,,,oferta,offer,,,,,,,,,,,
1609,1513,,,washington,washington,,,,,,,,,,,
1610,1514,,,cataluña,catalonia,,,,,,,,,,,
1611,1515,,,oficina,office,,,,,,,,,,,
1612,1516,,,produjo,produced,,,,,,,,,,,
1613,1517,,,soldados,Soldiers,,,,,,,,,,,
1614,1518,,,pasada,past.,,,,,,,,,,,
1615,1519,,,volumen,Volume,,,,,,,,,,,
1616,1520,,,parecen,seem like,,,,,,,,,,,
1617,1521,,,causas,causes,,,,,,,,,,,
1618,1522,,,dieron,gave,,,,,,,,,,,
1619,1523,,,división,division,,,,,,,,,,,
1620,1524,,,darle,Give it,,,,,,,,,,,
1621,1525,,,clave,key,,,,,,,,,,,
1622,1526,,,ana,ana,,,,,,,,,,,
1623,1527,,,reciente,recent,,,,,,,,,,,
1624,1528,,,votos,votes,,,,,,,,,,,
1625,1529,,,logró,achieved,,,,,,,,,,,
1626,1530,,,piernas,legs,,,,,,,,,,,
1627,1531,,,sirve,serves,,,,,,,,,,,
1628,1532,,,carmen,carmen,,,,,,,,,,,
1629,1533,,,deuda,debt,,,,,,,,,,,
1630,1534,,,noticias,news,,,,,,,,,,,
1631,1535,,,menores,minors,,,,,,,,,,,
1632,1536,,,querido,Beloved one,,,,,,,,,,,
1633,1537,,,pago,payment,,,,,,,,,,,
1634,1538,,,fig,fig.,,,,,,,,,,,
1635,1539,,,recuerda,Remember,,,,,,,,,,,
1636,1540,,,podrán,may,,,,,,,,,,,
1637,1541,,,independencia,independence,,,,,,,,,,,
1638,1542,,,ataque,attack,,,,,,,,,,,
1639,1543,,,igualmente,likewise,,,,,,,,,,,
1640,1544,,,necesaria,necessary,,,,,,,,,,,
1641,1545,,,quedan,remain,,,,,,,,,,,
1642,1546,,,regional,regional,,,,,,,,,,,
1643,1547,,,castro,castro,,,,,,,,,,,
1644,1548,,,decisiones,decisions,,,,,,,,,,,
1645,1549,,,concepción,conception,,,,,,,,,,,
1646,1550,,,llegaron,arrived,,,,,,,,,,,
1647,1551,,,siente,feel,,,,,,,,,,,
1648,1552,,,juntos,together,,,,,,,,,,,
1649,1553,,,sabemos,we know,,,,,,,,,,,
1650,1554,,,ropa,clothing,,,,,,,,,,,
1651,1555,,,parque,park,,,,,,,,,,,
1652,1556,,,empresarios,entrepreneurs,,,,,,,,,,,
1653,1557,,,conmigo,with me,,,,,,,,,,,
1654,1558,,,procedimiento,procedure,,,,,,,,,,,
1655,1559,,,suma,sum,,,,,,,,,,,
1656,1560,,,elección,election,,,,,,,,,,,
1657,1561,,,leer,read,,,,,,,,,,,
1658,1562,,,feliz,happy,,,,,,,,,,,
1659,1563,,,ninguno,none,,,,,,,,,,,
1660,1564,,,continuación,continue,,,,,,,,,,,
1661,1565,,,ministros,Ministers,,,,,,,,,,,
1662,1566,,,verdadera,TRUE,,,,,,,,,,,
1663,1567,,,reacción,reaction,,,,,,,,,,,
1664,1568,,,podían,they could,,,,,,,,,,,
1665,1569,,,tanta,so much,,,,,,,,,,,
1666,1570,,,tomó,took,,,,,,,,,,,
1667,1571,,,mente,Mind,,,,,,,,,,,
1668,1572,,,tradicional,Traditional,,,,,,,,,,,
1669,1573,,,abierta,open,,,,,,,,,,,
1670,1574,,,breve,brief,,,,,,,,,,,
1671,1575,,,aparecen,appear,,,,,,,,,,,
1672,1576,,,trataba,was trying,,,,,,,,,,,
1673,1577,,,recibido,received,,,,,,,,,,,
1674,1578,,,mejorar,improve,,,,,,,,,,,
1675,1579,,,ciertas,certain types of,,,,,,,,,,,
1676,1580,,,aparte,apart,,,,,,,,,,,
1677,1581,,,cárcel,Prison,,,,,,,,,,,
1678,1582,,,entidad,institution,,,,,,,,,,,
1679,1583,,,investigaciones,researches,,,,,,,,,,,
1680,1584,,,temperatura,temperature,,,,,,,,,,,
1681,1585,,,siento,sorry,,,,,,,,,,,
1682,1586,,,londres,London,,,,,,,,,,,
1683,1587,,,directa,direct,,,,,,,,,,,
1684,1588,,,portavoz,spokesperson,,,,,,,,,,,
1685,1589,,,eta,eta,,,,,,,,,,,
1686,1590,,,responsables,responsible for,,,,,,,,,,,
1687,1591,,,ventana,window,,,,,,,,,,,
1688,1592,,,contrato,contract,,,,,,,,,,,
1689,1593,,,elemento,element,,,,,,,,,,,
1690,1594,,,privada,private,,,,,,,,,,,
1691,1595,,,quince,fifteen,,,,,,,,,,,
1692,1596,,,veo,I see,,,,,,,,,,,
1693,1597,,,os,you will be,,,,,,,,,,,
1694,1598,,,firma,signature,,,,,,,,,,,
1695,1599,,,incluye,includes,,,,,,,,,,,
1696,1600,,,pobres,the poor,,,,,,,,,,,
1697,1601,,,vas,you go,,,,,,,,,,,
1698,1602,,,abogado,attorney,,,,,,,,,,,
1699,1603,,,presentar,submitting,,,,,,,,,,,
1700,1604,,,gobernador,governor,,,,,,,,,,,
1701,1605,,,próximos,Upcoming,,,,,,,,,,,
1702,1606,,,jaime,jaime,,,,,,,,,,,
1703,1607,,,hablando,talking about,,,,,,,,,,,
1704,1608,,,canal,channel,,,,,,,,,,,
1705,1609,,,tráfico,traffic,,,,,,,,,,,
1706,1610,,,capitán,captain,,,,,,,,,,,
1707,1611,,,personalidad,personality,,,,,,,,,,,
1708,1612,,,género,Gender,,,,,,,,,,,
1709,1613,,,generación,generation,,,,,,,,,,,
1710,1614,,,documentos,documents,,,,,,,,,,,
1711,1615,,,espectáculo,show,,,,,,,,,,,
1712,1616,,,vivo,alive,,,,,,,,,,,
1713,1617,,,tendría,you will have,,,,,,,,,,,
1714,1618,,,preguntas,questions,,,,,,,,,,,
1715,1619,,,inmediatamente,immediately,,,,,,,,,,,
1716,1620,,,cien,one hundred and,,,,,,,,,,,
1717,1621,,,colaboración,collaboration,,,,,,,,,,,
1718,1622,,,hermana,sister,,,,,,,,,,,
1719,1623,,,conde,Count,,,,,,,,,,,
1720,1624,,,mío,mine,,,,,,,,,,,
1721,1625,,,federación,federation,,,,,,,,,,,
1722,1626,,,cincuenta,Fifty,,,,,,,,,,,
1723,1627,,,sorpresa,surprise,,,,,,,,,,,
1724,1628,,,regiones,Regions,,,,,,,,,,,
1725,1629,,,carga,loading,,,,,,,,,,,
1726,1630,,,bienes,goods,,,,,,,,,,,
1727,1631,,,masa,mass,,,,,,,,,,,
1728,1632,,,cartas,letters,,,,,,,,,,,
1729,1633,,,reyes,Kings,,,,,,,,,,,
1730,1634,,,principalmente,mainly,,,,,,,,,,,
1731,1635,,,puestos,posts,,,,,,,,,,,
1732,1636,,,sombra,shadow,,,,,,,,,,,
1733,1637,,,andrés,Andres,,,,,,,,,,,
1734,1638,,,criterios,Criteria,,,,,,,,,,,
1735,1639,,,abrir,open,,,,,,,,,,,
1736,1640,,,cuyos,whose,,,,,,,,,,,
1737,1641,,,filosofía,philosophy,,,,,,,,,,,
1738,1642,,,miró,he looked,,,,,,,,,,,
1739,1643,,,negra,black,,,,,,,,,,,
1740,1644,,,margen,margin,,,,,,,,,,,
1741,1645,,,artista,artist,,,,,,,,,,,
1742,1646,,,constante,constant,,,,,,,,,,,
1743,1647,,,encontraba,he found,,,,,,,,,,,
1744,1648,,,gastos,expenditure,,,,,,,,,,,
1745,1649,,,morir,Die,,,,,,,,,,,
1746,1650,,,espacios,spaces,,,,,,,,,,,
1747,1651,,,figuras,Figures,,,,,,,,,,,
1748,1652,,,miércoles,Wednesday,,,,,,,,,,,
1749,1653,,,venido,come,,,,,,,,,,,
1750,1654,,,indica,indicates,,,,,,,,,,,
1751,1655,,,comienzo,homepage,,,,,,,,,,,
1752,1656,,,diseño,design,,,,,,,,,,,
1753,1657,,,cuarenta,forty,,,,,,,,,,,
1754,1658,,,encontró,found,,,,,,,,,,,
1755,1659,,,poesía,poetry,,,,,,,,,,,
1756,1660,,,t,t,,,,,,,,,,,
1757,1661,,,planes,plans,,,,,,,,,,,
1758,1662,,,ee,ee,,,,,,,,,,,
1759,1663,,,negocios,Businesses,,,,,,,,,,,
1760,1664,,,integración,integration,,,,,,,,,,,
1761,1665,,,caída,fall,,,,,,,,,,,
1762,1666,,,entrega,delivery,,,,,,,,,,,
1763,1667,,,hacienda,Hacienda,,,,,,,,,,,
1764,1668,,,acuerdos,agreements,,,,,,,,,,,
1765,1669,,,preciso,Accurate,,,,,,,,,,,
1766,1670,,,cuello,Neck,,,,,,,,,,,
1767,1671,,,banda,band,,,,,,,,,,,
1768,1672,,,suyo,yours,,,,,,,,,,,
1769,1673,,,realiza,realizes,,,,,,,,,,,
1770,1674,,,frase,phrase,,,,,,,,,,,
1771,1675,,,bases,bases,,,,,,,,,,,
1772,1676,,,siglos,Centuries,,,,,,,,,,,
1773,1677,,,decidido,decided,,,,,,,,,,,
1774,1678,,,sentir,feeling,,,,,,,,,,,
1775,1679,,,artistas,Artists,,,,,,,,,,,
1776,1680,,,asegura,assures,,,,,,,,,,,
1777,1681,,,culpa,guilt,,,,,,,,,,,
1778,1682,,,original,original,,,,,,,,,,,
1779,1683,,,únicamente,only,,,,,,,,,,,
1780,1684,,,unidades,Units,,,,,,,,,,,
1781,1685,,,ocurrió,occurred,,,,,,,,,,,
1782,1686,,,sexo,sex,,,,,,,,,,,
1783,1687,,,entra,enters,,,,,,,,,,,
1784,1688,,,hayan,they have been,,,,,,,,,,,
1785,1689,,,resolver,Solve,,,,,,,,,,,
