language,text
deu,"Ich habe es satt, es satt zu haben."
deu,"Ich kann es gar nicht erwarten, in den Urlaub zu fahren."
deu,Das Wesen der Mathematik liegt in ihrer Freiheit.
deu,"Kannst du dir vorstellen, wie unser Leben ohne Elektrizität aussehen würde?"
deu,"Eins, zwei, drei, vier, fünf, sechs, sieben, acht, neun, zehn."
deu,Wo ist die Toilette?
deu,Das Wesen der Freiheit liegt in der Mathematik.
deu,"Seine Geschichte war zu lächerlich, um von irgendjemandem geglaubt zu werden."
deu,Wie viele Stunden Schlaf brauchst du?
deu,Jeder Mensch ist eine Welt.
deu,Die Temperatur des menschlichen Körpers bewegt sich um 37 °C.
deu,"Wenn es möglich ist, öffne das Fenster nicht, ich habe keine allzu große Lust, Luftzüge in meinem Rücken zu spüren."
deu,"Ich habe die französische Staatsbürgerschaft, aber ich bin von vietnamesischer Abstammung."
deu,"Dieser humanitäre Verein sucht Ehrenamtliche, um im Monat Dezember Mahlzeiten an Obdachlose auszuteilen."
deu,"Es ist sehr frustierend, zu versuchen, seine Brille wiederzufinden, wenn man ohne Brille nichts sieht."
deu,"Denkst du, dass die Menschen eines Tages den Mond besiedeln werden?"
deu,"Welche berühmten Lieder hättet ihr gerne komponiert, und warum?"
deu,"Ich werde mir eine neue Kamera kaufen, dieses Mal eine digitale."
deu,Ich bin verrückt nach dir.
deu,"Ich weiß nicht, was schlimmer ist."
deu,Das Leben im Gefängnis ist schlimmer als das Leben eines Tieres.
deu,"Ich bin stolz, an diesem Projekt teilzuhaben."
deu,"Ist es notwendig, das menschliche Wissen durch die Erforschung des Weltraumes auszuweiten?"
deu,Die Schönheit liegt im Auge des Betrachters.
deu,Wer kauft diese Art von Kunst?
deu,"Die NASA lässt verlauten, dass sie schon genügend Informationen besitzt, um zu bestätigen, dass ein Besuch des Menschen auf dem roten Planeten möglich ist."
deu,Echte Frauen haben Kurven.
deu,Wieso können wir uns nicht selber kitzeln?
deu,Die Antwort führt uns in einen Teufelskreis.
deu,"Ich bin zu faul, meine Hausaufgaben zu machen."
deu,Was... du kannst immer noch nicht Auto fahren?
deu,Und mit mir sind wir schon einer mehr.
deu,Hast du schon einen Bart?
deu,"Ich fühle, dass ich frei bin."
deu,Ich verspüre ein Brennen im Magen.
deu,Die Freiheit ist nicht kostenlos.
deu,Wie weckt man die Begierde einer Frau?
deu,Das Verlangen taucht zwischen Bedürfnis und Nachfrage auf.
deu,"Während wir den Nachtisch aßen, wuchs der Wunsch, in dieses Land zu reisen."
deu,Ich habe eine Verknüpfung auf dem Desktop hergestellt.
deu,Ich will einen MP3-Player!
deu,Wo bist du?
deu,Mein Bruder ist sehr wichtig. Zumindest denkt er das.
deu,Beim Pizzaessen ärgerte er seine Schwester.
deu,Was?! Du hast meinen Schokoladenbären gegessen?!
deu,"Nein, ich kann Sie nicht reinlassen, es ist eine Person zu viel."
deu,Er wird euch ins Gras beißen lassen.
deu,Wohin gehst du?
deu,Er macht so ein Gesicht.
deu,Er schaut wie sieben Tage Regenwetter.
deu,"Scheiße, wer ist der Vollidiot, der es wagt, mich mitten in der Nacht anzurufen?!"
deu,Er hat gerade eine interessante Serie von Artikeln veröffentlicht.
deu,Du gehst mir auf den Wecker!
deu,Unmöglich!
deu,Das ist eine Sackgasse.
deu,Ich vertraue Übersetzungen nicht unbedingt.
deu,"Seine Leidenschaft zu teilen bedeutet, sie voll zu leben."
deu,"Sie bewegt sich wie eine Königin und zeigt, dass sie den Rhythmus im Blut hat."
deu,"Vorgestern hast du alle beeindruckt, aber ich kannte dich schon."
deu,"Wenn ich dir mein Haus zeigen würde, mein Viertel von damals, würdest du verstehen, woher ich komme?"
deu,"Schau wie alle hinter meinem Rücken über mich herziehen, weil ich eine Frau geheiratet habe, die dreißig Jahre jünger als ich ist."
deu,"Das Leben ist nicht lang, es ist breit!"
deu,"Als ich in deinem Alter war, war Pluto ein Planet."
deu,Sie ist am Rand eines Nervenzusammenbruchs.
deu,Elefanten sind die größten derzeitig lebenden Landtiere.
deu,"Wahrscheinlich hat es die Zeit nicht erlaubt, ein schönes Foto in lebhaften Farben zu machen."
deu,"In ihrem Pantherfellsessel sitzend, las die junge Frau mit der roten Unterwäsche laut ein Buch mit dem Titel ""Die schwarze Prinzessin""."
deu,"Ich werde dir zeigen, dass man aus seiner Asche wiederauferstehen kann."
deu,"Wenn du mir das Tanzen beibringst, werde ich dir meine versteckten Narben zeigen."
deu,Die Aufzüge eines Wolkenkratzers sind lebenswichtige Systeme.
deu,"Ein Strom kam aus Eden, um den Garten zu bewässern und von dort aus teilte er sich, um vier Seitenarme zu bilden."
deu,Lassen Sie die geschälten und in Stücke geschnittenen Kartoffeln 20 Minuten im kochenden Wasser garen.
deu,Obst und Gemüse sind unentbehrlich für eine ausgewogene Ernährung.
deu,"Käse ist ein festes Nahrungsmittel, das aus der Milch von Kühen, Ziegen, Schafen oder anderen Säugetieren hergestellt wird."
deu,"Ich mag Cavalieri, Tonelli und Fubini immer noch nicht, und morgen habe ich schon meine mündliche Analysisprüfung."
deu,Ich dusche gewöhnlich abends.
deu,"Er verbrachte den Abend damit, ein Buch zu lesen."
deu,"Du hast den ganzen Morgen über dieses Problem nachgedacht. Mach eine Pause, geh mittagessen."
deu,"Wenn ich es nicht jetzt tue, dann werde ich es nie tun."
deu,Gute Nacht. Träum was Schönes.
deu,"Dieses Lied ist so bewegend, dass es mir die Tränen in die Augen treibt."
deu,"Es gibt viele Dinge über meine Persönlichkeit, die du nicht weißt."
deu,"Vielleicht hast du Recht, ich war egoistisch."
deu,Jeder verdient eine zweite Chance.
deu,"Ich habe gerade gesehen, dass der Botschafter Saudi-Arabiens in Washington zurückgetreten ist."
deu,"Wenn man hingegen um Geld bittet, muss man gewisse Bedingungen annehmen."
deu,Was ist der Vorteil dieser Technologie?
deu,"Wenn Sie nicht über dieses Programm verfügen, können Sie es jetzt herunterladen."
deu,"Der Mensch denkt, Gott lenkt."
deu,Die Schlagzeile fiel mir heute Morgen auf.
deu,"Wenn du von den anderen sprichst, tust du es mit verschränkten Armen."
deu,"Fülle das folgende Formular aus, um zu erfahren, wer du in deinem vorigen Leben gewesen sein könntest."
deu,Gonzales schenkt allen seinen Angestellten in Europa ein Fahrrad.
deu,"Es gibt 1000 Filme, die man sehen muss, bevor man stirbt."
deu,Die Kreativität ist ein wichtiger Aspekt für die Entwicklung des Menschen.
deu,Die Textilindustrie wird sich in den nächsten Jahren an einen Markt des freien Wettbewerbs anpassen.
deu,"Haben Sie Schwierigkeiten zu verstehen, was Ihnen Frauen oder kleine Kinder sagen?"
deu,Man muss nicht für jede Person ein anderes Gericht vorbereiten.
deu,"Man hat mir gesagt, ich sei pragmatisch, und ich bin es."
deu,"Ich ziehe es vor, eine Lösung für Probleme zu suchen und sie nicht nur anzuprangern."
deu,Ich habe keine Ideen mehr.
deu,"Die sieben Fragen, die sich ein Ingenieur stellen muss, sind: wer, was, wann, wo, warum, wie und wie viel."
deu,"Fragst du dich immer noch, was der Sinn des Lebens ist?"
deu,"Wann kann man sagen, dass ein Mensch Alkoholprobleme hat?"
deu,"Denk daran, dass wir alle im selben Boot sitzen!"
deu,"Alles, was man über das Leben wissen muss, habe ich von einem Schneemann gelernt."
deu,"Überprüfe, dass dein Benutzername und dein Passwort richtig geschrieben sind."
deu,"Auf alle Fälle muss man in dem Referendum am 18. Februar mit ""ja"" abstimmen."
deu,Abschiede sind immer traurig.
deu,Vergiss uns nicht!
deu,Die Zeit ist sehr schnell vergangen.
deu,Welcher ist Ihr Koffer?
deu,Ich habe Husten und ein bisschen Fieber.
deu,"Mach den Schrank auf der linken Seite auf, dort sind die Flaschen."
deu,"Es gibt auch Nachtclubs, wo Flamenco getanzt wird."
deu,Im Eintritt ist ein Getränk inbegriffen.
deu,"Ich schlage vor, dass wir am Freitag ausgehen."
deu,Meine schwarzen Schuhe müssen an den Absätzen gerichtet werden.
deu,So schlage ich zwei Fliegen mit einer Klappe.
deu,Das gefällt mir nicht so gut wie auf die Kinder aufzupassen.
deu,"Diese Tassen gefallen mir nicht, die auf dem Tisch gefallen mir besser."
deu,Haben Sie Berufserfahrung?
deu,"Ich hatte weder Zeit zum Einkaufen noch, um mich von meiner Mutter zu verabschieden."
deu,Ich würde gerne den blau gestreiften Rock anprobieren.
deu,Wie viel Trinkgeld gibt man in Spanien?
deu,Wer hat dieses Bild gemalt?
deu,Um diese Zeit ist ein unglaublicher Verkehr.
deu,"Wir Männer sind es gewohnt, auf die Frauen zu warten."
deu,"Schämst du dich nicht, so zu reden?"
deu,"Ich werde niemandem die Pistole auf die Brust setzen, um in Barcelona zu bleiben."
deu,"Jetzt muss ich gehen, sie rufen gerade meinen Flug auf."
deu,Er ist Argentinier und gibt Tennisunterricht.
deu,"Könnten Sie uns erklären, wie die Spülmaschine funktioniert?"
deu,Zeigen Sie mir das bitte auf dem Plan.
deu,Der Wasserhahn tropft.
deu,"Sagen Sie uns bitte, wo ein Lebensmittelgeschäft ist."
deu,Ich möchte meine Wertsachen abholen.
deu,Ich habe einen Herzschrittmacher.
deu,Ich hätte gerne Batterien für dieses Gerät.
deu,Kann ich mit Kreditkarte bezahlen?
deu,"Schneiden, waschen und föhnen bitte."
deu,Wir brauchen einen Krankenwagen.
deu,"Wir vermuten, dass es sich um eine Vergiftung durch Schlangenbiss handelt."
deu,Ich füttere jeden Morgen und jeden Abend meinen Kater.
deu,Könnten Sie das bitte wiederholen?
deu,"Wer besucht im Allgemeinen öfter seine Eltern, die Söhne oder die Töchter?"
deu,"Es würde dich allerdings weniger kosten, wenn du bei uns übernachten würdest."
deu,Das bekommen Sie in einer Drogerie.
deu,Jeder Arbeiter ist seines Lohnes wert.
deu,Es kostet ein Vermögen.
deu,"An erster Stelle möchte ich meinem Doktorvater Dr. Juan Pisto besonderen Dank aussprechen für seine Geduld, seine Anstrengungen und seine Hingabe."
deu,"Wieso fiel es dermaßen schwer zu begründen, dass die Nervenzelle die Grundeinheit des Nervengewebes ist?"
deu,"Nicht die materielle Seite bestimmt unser Leben, sondern die spirituelle Seite."
deu,Mehr als 90 Prozent der Besuche einer Website kommen von den Suchmaschinen.
deu,Ich brauche deinen Rat.
deu,Der Gitarrist von Bang wird laut einer Ankündigung des Sprechers der Band zum zweiten Mal Vater.
deu,Dennoch leugnet die Sängerin ihre Herkunft nicht.
deu,"Weißt du zufällig, wo ich meine Schlüssel hingelegt habe?"
deu,Ich bereite mich auf das Schlimmste vor...
deu,"Warum hast du mich aufgeweckt, um mir etwas so wichtiges zu erzählen? Jetzt werde ich mich nie auf meine Arbeit konzentrieren können!"
deu,Das klingt interessant. Was hast du ihr erzählt?
deu,"Ich wusste, dass es Plastik war, aber es schmeckte wie Holz."
deu,"Manchmal sorgt sich Spenser so sehr um Trang, dass er sie dazu bringt, zu glauben, dass er überfürsorglich ist."
deu,"Es gibt Dinge in dieser Welt, die man einfach nicht mit Worten ausdrücken kann."
deu,Die Funktionen Sinus und Cosinus nehmen Werte zwischen -1 und 1 an (-1 und 1 eingeschlossen).
deu,Dieses Semester werden wir in Numerik Ausgleichsrechnung machen und Eigenwertprobleme behandeln.
deu,"Die Analysisvorlesung beginnt mit den Grundbegriffen mathematischer Logik, wichtigen Beweistechniken, und der Konstruktion der reellen und komplexen Zahlen."
deu,Ich bin gegen die Benutzung des Todes als Strafe. Ich bin genauso gegen seine Benutzung als Belohnung.
deu,"Die zweite Hälfte des Lebens eines Menschen besteht nur aus den Gewohnheiten, die er sich während der ersten Hälfte angeeignet hat."
deu,"Kann ich bei dir bleiben? Ich habe keinen Ort, wo ich hingehen könnte."
deu,"Wenn wir bloß aufhören würden zu versuchen, glücklich zu sein, könnten wir eine sehr schöne Zeit haben."
deu,Pass gut auf dich auf.
deu,"Wir jagen einem idealen Leben hinterher, weil wir in uns den Anfang und die Möglichkeit dazu haben."
deu,Der Tod ist nur ein Horizont; und ein Horizont ist nichts anderes als die Grenze unseres Blickfeldes.
deu,"Die wissenschaftliche Theorie, die mir am besten gefällt, ist, dass die Ringe des Saturn vollständig aus verlorenem Gepäck bestehen."
deu,"Die einzige Möglichkeit auf der Erde, Glück zu vervielfachen, ist, es zu teilen."
deu,Ein bekannter Fehler ist besser als eine unbekannte Wahrheit.
deu,"Das Leben ist keine exakte Wissenschaft, es ist eine Kunst."
deu,"Alles ist theoretisch unmöglich, bis es gemacht wurde."
deu,"Bevor ihr nicht Frieden schließt mit dem, was ihr seid, werdet ihr nie zufrieden sein mit dem, was ihr habt."
deu,"Du könntest enttäuscht werden, wenn du scheiterst, aber du bist verurteilt, wenn du es nicht versuchst."
deu,"Langeweile ist das Gefühl, dass alles Zeitverschwendung ist; Abgeklärtheit, dass nichts es ist."
deu,"Vergesst nie, was es bedeutet, einen wundervollen Sonnenaufgang zu sehen, seine Kinder beim Schlafen zu beobachten oder den Regen zu riechen. Es sind oft die kleinen Dinge, die wirklich wichtig sind im Leben."
deu,"Es gibt keine Distanz auf der Erde, die so weit entfernt ist wie gestern."
deu,"Nur die, die riskieren, zu weit zu gehen, werden erfahren, wie weit man gehen kann."
deu,Jeder Mensch hält die Grenzen seines eigenen Blickfeldes für die Grenzen der Welt.
deu,Wir können durch die Zeit reisen. Und wir tun es mit der bemerkenswerten Geschwindigkeit von einer Sekunde pro Sekunde.
deu,"Das eigentliche Problem ist nicht herauszufinden, ob Maschinen denken, sondern ob die Menschen es tun."
fra,Je ne supporte pas ce type.
fra,Pour une fois dans ma vie je fais un bon geste... Et ça ne sert à rien.
fra,Ne tenez aucun compte de ce qu'il dit.
fra,Essayons quelque chose !
fra,Qu'est-ce que tu fais ?
fra,Qu'est-ce que c'est ?
fra,Aujourd'hui nous sommes le 18 juin et c'est l'anniversaire de Muiriel !
fra,Joyeux anniversaire Muiriel !
fra,Muiriel a 20 ans maintenant.
fra,Le mot de passe est « Muiriel ».
fra,Je serai bientôt de retour.
fra,Je ne sais pas.
fra,J'en perds mes mots.
fra,Ça ne va jamais finir.
fra,Je ne sais simplement pas quoi dire...
fra,C’était un méchant lapin.
fra,J'étais dans les montagnes.
fra,Est-ce que c'est une photo récente ?
fra,Je ne sais pas si j'ai le temps.
fra,Pour une certaine raison le microphone ne marchait pas tout à l'heure.
fra,Tout le monde doit apprendre par soi-même en fin de compte.
fra,L'éducation dans ce monde me déçoit.
fra,L'apprentissage ne devrait pas être forcé. L'apprentissage devrait être encouragé.
fra,"C'est une tâche difficile, choisir ce qui est « bon » ou « mauvais », mais il faut le faire."
fra,Ça ne changera rien.
fra,Ça coûtera 30 €.
fra,Je gagne 100 € par jour.
fra,Il se peut que j'abandonne bientôt et fasse une sieste à la place.
fra,C'est parce que tu ne veux pas être seul.
fra,Ça n'arrivera pas.
fra,Parfois il peut être un gars bizarre.
fra,Je ferai de mon mieux pour ne pas perturber tes révisions.
fra,Je ne peux que me demander si c'est la même chose pour tous les autres.
fra,Je suppose que c'est différent quand tu y penses à long terme.
fra,Ne t'inquiète pas.
fra,Tu me manques.
fra,Je les appellerai demain quand je reviendrai.
fra,J'ai toujours plus apprécié les personnages mystérieux.
fra,Tu devrais dormir.
fra,Je leur ai dit de m'envoyer un autre ticket.
fra,Tu es tellement impatiente avec moi.
fra,Je ne peux pas vivre comme ça.
fra,Il fut un temps où je voulais être astrophysicien.
fra,Je n'ai jamais aimé la biologie.
fra,La dernière personne à qui j'ai raconté mon idée a pensé que j'étais cinglé.
fra,"Si le monde n'était pas dans l'état où il est maintenant, je pourrais faire confiance à n'importe qui."
fra,C'est malheureusement vrai.
fra,Ils sont trop occupés à se battre entre eux pour s'occuper d'idéaux communs.
fra,La plupart des gens pensent que je suis fou.
fra,"Non je ne le suis pas, c'est toi qui l'es !"
fra,C'est ma réplique !
fra,Il me donne des coups de pied !
fra,Est-ce que tu es sûr ?
fra,Alors il y a un problème...
fra,"Oh, il y a un papillon !"
fra,Dépêche-toi !
fra,Ça ne me surprend pas.
fra,Si je pouvais être comme ça...
fra,"Pour une raison que j'ignore, je me sens plus vivant la nuit."
fra,Ça dépend du contexte.
fra,Est-ce que tu te fous de moi ? !
fra,C'est la chose la plus stupide que j'ai jamais dite.
fra,"Je ne veux pas être lamentable, je veux être cool ! !"
fra,"Quand je serai grand, je veux être roi."
fra,"L'Amérique est un endroit charmant pour vivre, si c'est pour gagner de l'argent."
fra,Je suis si gros.
fra,Et alors ?
fra,Je vais le descendre.
fra,"Je ne suis pas un vrai poisson, je ne suis qu'une simple peluche."
fra,Je ne fais que parler !
fra,C'était probablement ce qui a influencé leur décision.
fra,Je me suis toujours demandé ce que ça ferait d'avoir des frères et sœurs.
fra,C'est ce que j'aurais dit.
fra,Ça me prendrait l'éternité pour tout expliquer.
fra,C'est parce que tu es une fille.
fra,Parfois je ne peux pas m'empêcher de montrer des émotions.
fra,C'est un mot pour lequel j'aimerais trouver un substitut.
fra,Ce serait quelque chose qu'il faudrait que je programme.
fra,Il n'est pas dans mon intention d'être égoïste.
fra,Réfléchissons au pire qui pourrait arriver.
fra,Combien d'amis proches est-ce que tu as ?
fra,"Il se peut que je sois antisocial, mais ça ne veut pas dire pas que je ne parle pas aux gens."
fra,C'est toujours tel que ça a été.
fra,Je pense que c'est mieux de ne pas être impoli.
fra,On peut toujours trouver du temps.
fra,"Je serais malheureux, mais je ne me suiciderais pas."
fra,À l'époque du lycée je me levais à 6h tous les matins.
fra,Quand je me suis réveillé j'étais triste.
fra,C’est ce qui est expliqué à la fin.
fra,Je pensais que tu aimais apprendre de nouvelles choses.
fra,La plupart des gens écrivent à propos de leur vie quotidienne.
fra,"Si je pouvais t'envoyer un marshmallow, Trang, je le ferais."
fra,"Pour faire cela, il te faut prendre des risques."
fra,Chaque personne qui est seule est seule parce qu'elle a peur des autres.
fra,Pourquoi demandes-tu ?
fra,Je ne suis pas un artiste. Je n'ai jamais eu l'esprit pour ça.
fra,Je ne peux pas lui dire maintenant. Ce n’est pas si simple.
fra,"Je suis une personne qui a des défauts, mais ces défauts peuvent être facilement corrigés."
fra,"Chaque fois que je trouve quelque chose que j'aime, c'est trop cher."
fra,Combien de temps es-tu restée ?
fra,Peut-être que ce sera la même chose pour lui.
fra,L'innocence est une belle chose.
fra,Les humains n'ont jamais été faits pour vivre éternellement.
fra,"Je ne veux pas perdre mes idées, même si certaines d'entre elles sont un peu extrêmes."
fra,Je pense que j'ai une théorie à ce sujet.
fra,C'est intrigant.
fra,Tu es en train de dire que tu caches intentionnellement ta beauté ?
fra,Je n’ai pas de compte sur ces forums.
fra,"Si quelqu'un devait demander quel est le but de l'histoire, je ne saurais vraiment pas."
fra,Je ne savais pas d'où ça venait.
fra,Je pense que le fait que j'ai vécu avec toi a influencé la façon dont tu vis.
fra,Ce n'est pas important.
fra,Je n'ai pas aimé.
fra,Elle demande comment c’est possible.
fra,Tu ne fais que fuir les problèmes de la vie.
fra,"Si tu regardes les paroles, elles ne signifient pas vraiment grand-chose."
fra,Il y a un problème que tu ne vois pas.
fra,Tu peux le faire !
fra,Mon prof de physique s'en fiche si je sèche les cours.
fra,J'aimerais bien pouvoir aller au Japon.
fra,Je déteste ça quand il y a trop de gens.
fra,Je dois aller au lit.
fra,"Après ça, je pars, mais je me rends compte que j'ai oublié mon sac chez eux."
fra,Je ne t'en demanderai pas plus pour aujourd'hui.
fra,Il se peut qu'il gèle la semaine prochaine.
fra,"Même s'il s'est excusé, je suis encore en colère."
fra,La police vous fera trouver les balles.
fra,Merci de m'avoir expliqué finalement pourquoi on me prend pour une imbécile.
fra,Ce n'était pas mon intention.
fra,Merci pour ton explication.
fra,"Théoriquement, je suis en train de faire des maths."
fra,Qu'est-ce qui s'est passé ?
fra,Ça m'a presque fait peur de ne pas te voir connectée pendant toute une journée.
fra,Je ne sais pas ce que tu veux dire.
fra,Il faut bien que mon ordinateur me serve à quelque chose.
fra,Tu voulais me parler de liberté ?
fra,"Euh, là c'est vraiment bizarre..."
fra,"Si je voulais te faire peur, je te raconterais ce dont j'ai rêvé il y a quelques semaines."
fra,On ne peut pas tout attendre des écoles.
fra,Il y a beaucoup de mots que je ne comprends pas.
fra,Je n'aime pas quand les mathématiciens qui en savent beaucoup plus que moi ne savent pas s'exprimer explicitement.
fra,T'es vraiment pas bête.
fra,Je dois te poser une question idiote.
fra,Je ne sais pas comment le démontrer vu que c'est trop évident !
fra,J'aurais pas imaginé qu'un jour j'irais chercher « viagra » dans Wikipédia.
fra,Est-ce qu'on peut formuler ça d'une autre manière ?
fra,Personne ne saura.
fra,"J'ai trouvé une solution, mais je l'ai trouvée tellement vite que ça peut pas être la bonne."
fra,Ça me paraît intéressant !
fra,"Sauf que là, c'est pas si simple."
fra,"Moi, j'aime bien la lumière des bougies."
fra,Qu'est-ce que tu as répondu ?
fra,"Non, c'est pas mon nouveau petit ami."
fra,C'est dommage que je n'aie pas besoin de maigrir.
fra,T'as jamais cours ou quoi ? !
fra,Je vais donc jouer au Sudoku au lieu de continuer de te déranger.
fra,Où est le problème ?
fra,Je ne peux qu'attendre.
fra,"Ce n'est pas tellement une surprise, non ?"
fra,Je t'aime !
fra,Je ne t'aime plus.
fra,Je suis curieux.
fra,Félicitations.
fra,Je ne veux pas attendre aussi longtemps.
fra,Pourquoi ne viens-tu pas nous voir ?
fra,Mais la possibilité semble improbable.
fra,Je n'aurais pas dû me déconnecter.
fra,"C'est inévitable que j'aille en France un jour, je ne sais juste pas quand."
fra,Je déteste la chimie.
fra,Je ne voulais pas que ça arrive.
fra,Tu devines probablement ce qui va arriver.
fra,"Avant même que tu ne le saches, tu seras dans les journaux."
fra,Quelles autres options ai-je ?
fra,Je ne suis pas un grand voyageur.
fra,Je n'ai rien de mieux à faire.
fra,Je ne peux pas l'expliquer non plus.
fra,Tout le monde a ses forces et ses faiblesses.
fra,"Mais sérieusement, l'épisode 21 m'a presque fait pleurer de rire."
fra,Ça montre seulement que tu n'es pas un robot.
fra,Comment pourrais-je être un robot ? Les robots ne rêvent pas.
fra,"« Je n'y ai jamais pensé », dit le vieil homme. « Que devrions-nous faire ? »"
fra,Ce n'est pas quelque chose que n'importe qui peut faire.
fra,Je ne sais pas si je l'ai encore.
fra,Qu'est-ce que tu crois que j'étais en train de faire ?
fra,Ne sous-estime pas ma puissance.
fra,Ma maman ne parle pas très bien anglais.
fra,Je ne parle pas assez bien français !
fra,Je me demandais si tu allais venir aujourd'hui.
fra,C'est là que réside le problème.
fra,Comment trouves-tu de la nourriture dans l'espace ?
fra,Vous n'avez rien à faire sauf vous faire confiance.
fra,"Tout le monde veut te rencontrer, tu es célèbre !"
fra,Pourquoi es-tu désolée pour quelque chose que tu n'as pas fait ?
fra,Je déteste absolument l'écriture formelle !
fra,Les étrangers m'intriguent.
fra,"Quoi que je fasse, elle dit que je peux faire mieux."
fra,Qu'est-ce qui te retient éveillé si tard ?
fra,Tu serais surprise de ce que tu peux apprendre en une semaine.
fra,Je n'ai personne qui veuille voyager avec moi.
fra,"La vie est dure, mais je suis encore plus dur."
fra,Supporter peut être insupportable.
fra,Arrête ! Tu la mets mal à l'aise !
fra,Rien n'est beau que le vrai.
fra,"Demain, il va alunir."
fra,Je ne parle pas japonais.
fra,C’est un jeu de mots.
fra,Personne ne me comprend.
fra,J'ai appris à vivre sans elle.
fra,Ça ne sert plus à rien de continuer à réfléchir.
fra,J'ai trop de choses dans la tête ces jours-ci.
fra,Je voulais juste vérifier mes emails.
fra,Est-ce que tu as vraiment besoin de poser la question pour connaître la réponse ?
fra,Tu peux pas attendre de moi que je pense toujours à tout !
fra,"Je suppose que derrière chaque chose que l'on doit faire, il y a quelque chose que l'on veut faire..."
fra,T'as vraiment pas les bonnes priorités !
fra,N'attends pas que les autres pensent pour toi !
fra,Tu n'as jamais le temps pour les choses importantes !
fra,Ce n'est pas la peine de faire semblant de me faire croire que je crois des choses que tu ne crois pas !
fra,Ça me prendrait trop de temps pour t'expliquer pourquoi ça ne va pas marcher.
fra,Je suis trop bête... J'essaie de t'expliquer des choses que je ne comprends pas moi-même.
fra,Arrête de me considérer comme quelqu'un de « normal » !
fra,"Tu pourrais au moins essayer d'être un peu plus poli, même si ce n'est pas dans ta nature."
fra,"Il y aura toujours des choses que je n'apprendrai jamais, je n'ai pas l'éternité devant moi !"
fra,C'est pas possible !
fra,"J'aimerais pouvoir m'inquiéter plus pour mes notes mais il semblerait qu'à un certain moment de ma vie, j'ai décidé que cela n'était finalement pas si important."
fra,« Pierre qui roule n'amasse pas mousse » est un proverbe.
fra,Veux-tu quelque chose à boire ?
fra,« Qui est-ce ? » « C'est ta mère. »
fra,« Quand vas-tu revenir ? » « Tout dépend du temps qu'il fera. »
fra,« Qu'est-ce qui ne va pas ? » demanda le petit lapin blanc.
fra,« Qu'est-ce qu'il se passe dans la grotte ? Je suis curieux. » « Je n'en ai aucune idée. »
fra,Quel est ton souhait ? demanda le petit lapin blanc.
fra,"Nous devons apprendre à vivre ensemble comme des frères, ou nous périrons ensemble comme des idiots."
fra,Euh... Comment ça marche ?
fra,"« Pour être franc, j'ai le vertige. » « Tu es un trouillard ! »"
fra,"« Fais-moi confiance », dit-il."
fra,"« C'est ce que j'étais en train de chercher », s'exclama-t-il."
fra,"« Ça semble très intéressant », dit Hiroshi."
fra,Il se peut que leur communication soit beaucoup plus complexe que nous le pensions.
fra,« Le téléphone sonne. » « Je vais répondre. »
fra,"« C'est très gentil de votre part », répondit Willie."
fra,« Merci de m'aider. » « Il n'y a pas de quoi. »
fra,Un jour je courrai comme le vent.
fra,« Elle aime la musique. » « Moi aussi. »
fra,"S'il te plaît, ne pleure pas."
fra,Fais-moi savoir s'il y a quoi que ce soit que je puisse faire.
fra,Il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions.
fra,C'est à toi de décider si nous allons là-bas ou non.
fra,Ça ne commence pas avant huit heures trente.
fra,Je veux un bateau qui m'emmènera loin d'ici.
fra,« J'ai envie de jouer aux cartes. » « Moi aussi. »
fra,« Ne nous sommes-nous pas rencontrés quelque part avant ? » demanda l'étudiant.
fra,Un Japonais ne ferait jamais une telle chose.
fra,Allen est un poète.
fra,L'archer tua le cerf.
fra,Le communisme ne sera jamais atteint de mon vivant.
fra,Le seigle était appelé le grain de la pauvreté.
fra,"Dans les années 50, on citait les Finnois comme ayant les régimes alimentaires les moins sains du monde."
fra,Si tu vois une faute alors corrige-la s'il te plaît.
fra,Place le jeu de cartes sur la table en bois de chêne.
fra,Les Allemands sont très ingénieux.
fra,"Si on ne mange pas, on meurt."
fra,"Comment épelles-tu ""pretty"" ?"
fra,Et si nous retournions à la maison ?
fra,"Je m'excuse, je ne peux pas rester longtemps."
fra,10 ans est une longue période à attendre.
fra,« Pourquoi tu n'y vas pas ? » « Parce que je ne veux pas. »
fra,Un million de personnes ont perdu la vie pendant la guerre.
fra,Je suis venu à Tokyo il y a trois ans et ai vécu ici depuis.
fra,J'ai vécu plus d'un mois à Nagoya.
fra,Ce n'est pas rare du tout de vivre plus de 90 ans.
fra,"D'abord, je vais faire un schéma de mon nouveau site internet."
fra,"La démocratie est la pire forme de gouvernement, mis à part toutes les autres que l'on a essayées."
fra,"Quand on commence à ressembler à la photo de son passeport, on devrait partir en vacances."
fra,"C'était pas moi, commissaire !"
fra,"Oh, mon pantalon blanc ! Il était neuf."
fra,"Avec autant de personnes autour de lui, il devint naturellement un peu nerveux."
fra,"En quittant la gare, j'ai vu un homme."
fra,Et personne ne vous a aidé ?
fra,T'es un ange !
fra,Ils sont fous ces Madrilènes.
fra,"Eh bien, la nuit est très longue, n'est-ce pas ?"
fra,T'as eu de la chance parce qu'il ne t'a pas mordu.
fra,Je t'ai manqué ?
fra,Sont-ils tous identiques ?
fra,Merci beaucoup !
fra,"S'il vous plaît, où sont les œufs ?"
fra,Je le prends.
